name, type, manufacturer, barcode, price
Humidifier,Food,Kenmore,1496110736,498.92640113830566
Gaming Console,Home Appliances,Kenmore,1745918736,520.8116173744202
Pen,Home Appliances,Kenmore,1183436034,602.8245091438293
Pencil,Personal Gadget,Kenmore,1136043743,88.13643455505371
Notepad,Home Supplies,Kenmore,1187442978,91.75354242324829
Sticky Notes,Home Appliances,Kenmore,1979778086,208.16338062286377
Calendar,Office Supplies,Kenmore,1553214952,196.70909643173218
Planner,Food,Kenmore,1430494854,387.0174288749695
Highlighter,Home Supplies,Kenmore,1672174854,930.8077096939087
Sharpener,Office Supplies,Kenmore,1699428194,103.30051183700562
Notebook,Food,Kenmore,1673983378,244.5753812789917
Journal,Home Supplies,Kenmore,1376408546,852.638304233551
Diary,Office Supplies,Kenmore,1957357001,867.4142956733704
Printer,Home Appliances,Kenmore,1065735380,577.0522356033325
Trashcan,Home Appliances,Kenmore,1406127923,174.71396923065186
Chair,Home Supplies,Kenmore,1785603425,654.3920040130615
Tape,Personal Gadget,Kenmore,1819171738,587.0521664619446
Eraser,Food,Kenmore,1418644144,626.7482042312622
Iphone X,Home Supplies,Panasonic,1406013436,818.2849287986755
Ipad Pro,Office Supplies,Panasonic,1789081021,435.70923805236816
Macbook Pro,Home Supplies,Panasonic,1552465418,833.8672518730164
XPS 13,Office Supplies,Panasonic,1468765572,142.67498254776
Noise Cancelling Series 2,Personal Gadget,Panasonic,1896653273,953.429639339447
Inspiron,Office Supplies,Panasonic,1360622801,308.4416389465332
Macbook Air,Office Supplies,Panasonic,1544973766,879.5226216316223
Chips,Home Appliances,Panasonic,1295080874,330.3142786026001
Milk,Food,Panasonic,1735255370,7.734835147857666
Yoghurt,Home Supplies,Panasonic,1014804221,857.5953245162964
Cheese,Food,Panasonic,1671631539,575.4039883613586
Chicken Breast,Office Supplies,Panasonic,1868028967,776.0644555091858
Frozen Pizza,Food,Panasonic,1628993306,643.3234810829163
Bagels,Home Appliances,Panasonic,1524182019,345.7762598991394
Bread,Personal Gadget,Panasonic,1786585415,636.7713809013367
Cookies,Home Supplies,Panasonic,1951035779,649.0291357040405
Sparkling Water,Home Supplies,Panasonic,1898202554,961.5409970283508
Energy Drink,Office Supplies,Panasonic,1524826463,139.7165060043335
Soda,Home Appliances,Panasonic,1654004623,773.2675075531006
Root Beer,Home Appliances,Panasonic,1398582332,442.5908923149109
Juice,Home Supplies,Panasonic,1015303997,233.151376247406
Toilet Paper,Home Supplies,Panasonic,1435033516,620.5092668533325
Tooth Brush,Home Supplies,Panasonic,1503511223,902.2625684738159
Mouthwash,Food,Panasonic,1065197582,476.8681526184082
Toothpaste,Food,Panasonic,1258108229,385.15299558639526
Soap,Home Supplies,Panasonic,1198966256,484.68685150146484
Shampoo,Office Supplies,Panasonic,1022027798,959.8379731178284
Shower Gel,Home Appliances,Panasonic,1767300920,106.79024457931519
Dish Soap,Office Supplies,Panasonic,1207756044,956.7683935165405
Towels,Personal Gadget,Panasonic,1985138777,395.0355052947998
Cutlery,Office Supplies,Panasonic,1001067561,758.7788701057434
Sanitizer,Food,Panasonic,1998608706,210.40397882461548
Laundry Detergent,Personal Gadget,Panasonic,1494401286,874.8589158058167
Fabric Softener,Home Appliances,Panasonic,1119070237,398.0463147163391
Dishwasher,Home Appliances,Panasonic,1046967790,933.7681531906128
Refrigerator,Personal Gadget,Panasonic,1389857630,68.16136837005615
TV,Home Appliances,Panasonic,1147844767,192.95960664749146
Sound System,Food,Panasonic,1210100133,389.1620635986328
Microwave,Home Supplies,Panasonic,1731294597,261.0434293746948
Oven,Office Supplies,Panasonic,1224887650,186.31917238235474
Electric Kettle,Food,Panasonic,1145678911,888.3250951766968
Coffee Maker,Office Supplies,Panasonic,1644270570,177.4851679801941
Heater,Personal Gadget,Panasonic,1309623120,543.0994629859924
Humidifier,Home Supplies,Panasonic,1677665329,966.2138819694519
Gaming Console,Home Appliances,Panasonic,1268104464,917.8224802017212
Pen,Office Supplies,Panasonic,1358345121,378.3717155456543
Pencil,Home Appliances,Panasonic,1669124472,808.5883855819702
Notepad,Office Supplies,Panasonic,1818618133,376.05953216552734
Sticky Notes,Home Appliances,Panasonic,1166432165,996.203362941742
Calendar,Office Supplies,Panasonic,1084447722,445.34242153167725
Planner,Home Appliances,Panasonic,1478866439,793.3908700942993
Highlighter,Food,Panasonic,1853689163,943.0475234985352
Sharpener,Home Appliances,Panasonic,1631384085,979.2311191558838
Notebook,Home Appliances,Panasonic,1060469484,642.0013904571533
Journal,Personal Gadget,Panasonic,1611462234,540.9013032913208
Diary,Home Appliances,Panasonic,1505810743,450.91021060943604
Printer,Home Supplies,Panasonic,1407660510,309.3358278274536
Trashcan,Food,Panasonic,1538305179,650.1592397689819
Chair,Personal Gadget,Panasonic,1780677887,487.8906011581421
Tape,Personal Gadget,Panasonic,1926034385,701.7449140548706
Eraser,Personal Gadget,Panasonic,1542840008,712.9147052764893
Iphone X,Office Supplies,Keurig,1290145097,812.116265296936
Ipad Pro,Food,Keurig,1996835427,586.8804454803467
Macbook Pro,Food,Keurig,1030343790,580.7747840881348
XPS 13,Personal Gadget,Keurig,1181532007,226.08953714370728
Noise Cancelling Series 2,Personal Gadget,Keurig,1712462239,713.0690217018127
Inspiron,Home Appliances,Keurig,1880325341,856.7830920219421
Macbook Air,Home Supplies,Keurig,1698216581,448.85820150375366
Chips,Home Supplies,Keurig,1919802416,669.6810722351074
Milk,Home Appliances,Keurig,1057999027,923.8608479499817
Yoghurt,Home Supplies,Keurig,1093269025,250.6309151649475
Cheese,Home Appliances,Keurig,1840289348,579.9400210380554
Chicken Breast,Home Appliances,Keurig,1320244928,894.351601600647
Frozen Pizza,Home Appliances,Keurig,1787971004,244.80509757995605
Bagels,Personal Gadget,Keurig,1150347711,882.5414776802063
Bread,Office Supplies,Keurig,1945020106,959.2713117599487
Cookies,Personal Gadget,Keurig,1954671449,473.3163118362427
Sparkling Water,Home Supplies,Keurig,1029870230,718.0683612823486
Energy Drink,Home Appliances,Keurig,1652041456,465.6316041946411
Soda,Home Supplies,Keurig,1348030677,263.10622692108154
Root Beer,Personal Gadget,Keurig,1389247524,32.71603584289551
Juice,Personal Gadget,Keurig,1650664068,9.106993675231934
Toilet Paper,Home Supplies,Keurig,1546998000,278.41758728027344
Tooth Brush,Home Supplies,Keurig,1132851213,251.71899795532227
Mouthwash,Home Appliances,Keurig,1855999442,78.69178056716919
Toothpaste,Home Appliances,Keurig,1510849719,496.9099164009094
Soap,Home Supplies,Keurig,1374978359,99.30574893951416
Shampoo,Personal Gadget,Keurig,1268077637,124.9648928642273
Shower Gel,Personal Gadget,Keurig,1964971753,5.394279956817627
Dish Soap,Personal Gadget,Keurig,1051738929,558.3074688911438
Towels,Food,Keurig,1567801792,327.1002769470215
Cutlery,Food,Keurig,1313492131,613.2436394691467
Sanitizer,Office Supplies,Keurig,1702915321,949.6102929115295
Laundry Detergent,Food,Keurig,1486510802,83.36412906646729
Fabric Softener,Home Appliances,Keurig,1792940222,940.0247931480408
Dishwasher,Home Appliances,Keurig,1786485875,706.6053152084351
Refrigerator,Home Supplies,Keurig,1137237463,295.37928104400635
TV,Food,Keurig,1514985552,216.88055992126465
Sound System,Food,Keurig,1012887990,36.57329082489014
Microwave,Home Supplies,Keurig,1070162046,960.8718156814575
Oven,Home Supplies,Keurig,1698047678,925.9219169616699
Electric Kettle,Food,Keurig,1662735421,685.2890253067017
Coffee Maker,Food,Keurig,1403160029,448.57853651046753
Heater,Home Appliances,Keurig,1565786451,262.0308995246887
Humidifier,Food,Keurig,1646483385,770.3961133956909
Gaming Console,Home Supplies,Keurig,1057063190,838.7324810028076
Pen,Food,Keurig,1522747559,320.20455598831177
Pencil,Personal Gadget,Keurig,1644791831,778.7905931472778
Notepad,Office Supplies,Keurig,1354102555,799.441397190094
Sticky Notes,Home Appliances,Keurig,1695543090,714.8773074150085
Calendar,Home Appliances,Keurig,1163087308,606.1409115791321
Planner,Home Appliances,Keurig,1839331798,588.0665183067322
Highlighter,Personal Gadget,Keurig,1315980757,386.16883754730225
Sharpener,Office Supplies,Keurig,1037232690,14.016270637512207
Notebook,Home Supplies,Keurig,1115076852,158.09708833694458
Journal,Personal Gadget,Keurig,1625417987,119.30620670318604
Diary,Personal Gadget,Keurig,1399252251,868.1976795196533
Printer,Personal Gadget,Keurig,1052328294,864.275872707367
Trashcan,Food,Keurig,1688394760,440.7641291618347
Chair,Food,Keurig,1098964623,130.93823194503784
Tape,Home Appliances,Keurig,1689186386,221.53592109680176
Eraser,Home Supplies,Keurig,1702950877,651.2518525123596
Iphone X,Home Appliances,Black & Decker,1193361652,946.7337727546692
Ipad Pro,Food,Black & Decker,1822602751,405.86549043655396
Macbook Pro,Personal Gadget,Black & Decker,1436491511,988.547682762146
XPS 13,Home Appliances,Black & Decker,1195913098,988.1514310836792
Noise Cancelling Series 2,Office Supplies,Black & Decker,1752803722,64.43184614181519
Inspiron,Food,Black & Decker,1129915624,732.8068614006042
Macbook Air,Personal Gadget,Black & Decker,1032391011,989.9446368217468
Chips,Office Supplies,Black & Decker,1247732682,110.53228378295898
Milk,Food,Black & Decker,1749858107,493.94696950912476
Yoghurt,Personal Gadget,Black & Decker,1213786265,26.42148733139038
Cheese,Home Appliances,Black & Decker,1642117033,894.6847319602966
Chicken Breast,Food,Black & Decker,1032820663,593.9828753471375
Frozen Pizza,Home Supplies,Black & Decker,1937384729,302.70254611968994
Bagels,Personal Gadget,Black & Decker,1396836587,631.536066532135
Bread,Personal Gadget,Black & Decker,1112819186,421.8565821647644
Cookies,Office Supplies,Black & Decker,1447687841,313.59803676605225
Sparkling Water,Home Supplies,Black & Decker,1735627022,366.24330282211304
Energy Drink,Food,Black & Decker,1084477094,955.4246068000793
Soda,Home Supplies,Black & Decker,1038487077,805.0733208656311
Root Beer,Food,Black & Decker,1817176442,990.8624291419983
Juice,Home Appliances,Black & Decker,1526989493,248.97456169128418
Toilet Paper,Home Supplies,Black & Decker,1034874933,576.9768357276917
Tooth Brush,Personal Gadget,Black & Decker,1412337357,162.59467601776123
Mouthwash,Food,Black & Decker,1193137996,506.55966997146606
Toothpaste,Personal Gadget,Black & Decker,1820277494,545.5167293548584
Soap,Home Appliances,Black & Decker,1745187326,892.7205801010132
Shampoo,Personal Gadget,Black & Decker,1126216855,585.3416323661804
Shower Gel,Office Supplies,Black & Decker,1951642936,397.58580923080444
Dish Soap,Food,Black & Decker,1001470378,325.40392875671387
Towels,Office Supplies,Black & Decker,1949696069,177.04921960830688
Cutlery,Food,Black & Decker,1686925829,80.16359806060791
Sanitizer,Home Appliances,Black & Decker,1481720733,601.0511517524719
Laundry Detergent,Office Supplies,Black & Decker,1014076375,602.179229259491
Fabric Softener,Home Appliances,Black & Decker,1453018672,657.6361656188965
Dishwasher,Food,Black & Decker,1910966212,987.1624708175659
Refrigerator,Home Appliances,Black & Decker,1376794430,560.8135461807251
TV,Office Supplies,Black & Decker,1719343761,682.5064420700073
Sound System,Home Appliances,Black & Decker,1780359657,836.9024395942688
Microwave,Office Supplies,Black & Decker,1032071373,127.5743842124939
Oven,Personal Gadget,Black & Decker,1689386549,269.59431171417236
Electric Kettle,Home Supplies,Black & Decker,1875079584,841.7415618896484
Coffee Maker,Food,Black & Decker,1416805644,826.534628868103
Heater,Food,Black & Decker,1609976109,732.6544523239136
Humidifier,Home Supplies,Black & Decker,1490337974,684.0841174125671
Gaming Console,Personal Gadget,Black & Decker,1641553556,19.474685192108154
Pen,Office Supplies,Black & Decker,1728956220,904.4355154037476
Pencil,Home Supplies,Black & Decker,1864236250,154.20502424240112
Notepad,Personal Gadget,Black & Decker,1185695326,220.9562063217163
Sticky Notes,Home Supplies,Black & Decker,1273941795,131.87497854232788
Calendar,Office Supplies,Black & Decker,1014722005,852.1208763122559
Planner,Food,Black & Decker,1573509513,463.8345241546631
Highlighter,Food,Black & Decker,1787586597,718.4605598449707
Sharpener,Food,Black & Decker,1192990951,157.2420597076416
Notebook,Home Appliances,Black & Decker,1510910198,885.4582905769348
Journal,Food,Black & Decker,1478560370,310.72741746902466
Diary,Home Supplies,Black & Decker,1609818172,331.2804102897644
Printer,Home Appliances,Black & Decker,1939060476,366.985023021698
Trashcan,Personal Gadget,Black & Decker,1603257062,152.77928113937378
Chair,Home Appliances,Black & Decker,1206353623,826.6527056694031
Tape,Food,Black & Decker,1664591546,315.5917525291443
Eraser,Personal Gadget,Black & Decker,1609426877,946.3244676589966
Iphone X,Office Supplies,Playstation,1929855847,841.7751789093018
Ipad Pro,Food,Playstation,1092952511,942.1328902244568
Macbook Pro,Office Supplies,Playstation,1373651148,556.7729473114014
XPS 13,Personal Gadget,Playstation,1254710676,777.3288488388062
Noise Cancelling Series 2,Home Supplies,Playstation,1546467649,910.2236032485962
Inspiron,Office Supplies,Playstation,1924539231,209.14077758789062
Macbook Air,Home Supplies,Playstation,1075339149,993.9690232276917
Chips,Home Appliances,Playstation,1367513224,341.47095680236816
Milk,Food,Playstation,1830991966,335.4724049568176
Yoghurt,Home Supplies,Playstation,1538726885,113.38704824447632
Cheese,Office Supplies,Playstation,1208447205,803.7254214286804
Chicken Breast,Food,Playstation,1034826882,539.7072434425354
Frozen Pizza,Food,Playstation,1344412297,563.7419819831848
Bagels,Food,Playstation,1432433658,903.2062888145447
Bread,Personal Gadget,Playstation,1984419100,319.16022300720215
Cookies,Office Supplies,Playstation,1545509256,725.1549959182739
Sparkling Water,Home Appliances,Playstation,1436822038,532.6903462409973
Energy Drink,Personal Gadget,Playstation,1007941522,162.24521398544312
Soda,Personal Gadget,Playstation,1821372223,181.65534734725952
Root Beer,Home Supplies,Playstation,1245087911,396.7626094818115
Juice,Home Appliances,Playstation,1989673844,239.31652307510376
Toilet Paper,Office Supplies,Playstation,1855363447,709.6019983291626
Tooth Brush,Home Supplies,Playstation,1806570027,148.8020420074463
Mouthwash,Personal Gadget,Playstation,1212389259,811.9369745254517
Toothpaste,Home Appliances,Playstation,1319185881,330.1616907119751
Soap,Office Supplies,Playstation,1517594414,923.7596988677979
Shampoo,Home Appliances,Playstation,1978391671,315.3456449508667
Shower Gel,Home Appliances,Playstation,1895961419,241.9142723083496
Dish Soap,Personal Gadget,Playstation,1930876574,601.9005179405212
Towels,Personal Gadget,Playstation,1512923222,255.60402870178223
Cutlery,Home Supplies,Playstation,1274508827,243.1318163871765
Sanitizer,Home Supplies,Playstation,1192987820,715.7297730445862
Laundry Detergent,Home Supplies,Playstation,1511488910,617.7970767021179
Fabric Softener,Home Supplies,Playstation,1000833912,521.010160446167
Dishwasher,Food,Playstation,1579894216,641.5639519691467
Refrigerator,Personal Gadget,Playstation,1579364185,876.9619464874268
TV,Home Supplies,Playstation,1272104323,869.1331148147583
Sound System,Home Appliances,Playstation,1368126551,544.9275374412537
Microwave,Personal Gadget,Playstation,1426449953,791.8400168418884
Oven,Food,Playstation,1806839110,11.998414993286133
Electric Kettle,Home Appliances,Playstation,1515035490,40.59934616088867
Coffee Maker,Office Supplies,Playstation,1185339441,866.588830947876
Heater,Food,Playstation,1545458244,866.2437796592712
Humidifier,Home Supplies,Playstation,1371594121,399.3891477584839
Gaming Console,Home Supplies,Playstation,1087125694,974.773108959198
Pen,Home Supplies,Playstation,1437555679,509.41330194473267
Pencil,Home Supplies,Playstation,1654720852,658.0249667167664
Notepad,Personal Gadget,Playstation,1428365990,876.9248723983765
Sticky Notes,Office Supplies,Playstation,1203372634,873.1877207756042
Calendar,Personal Gadget,Playstation,1669029085,269.3706154823303
Planner,Office Supplies,Playstation,1574167787,7.908165454864502
Highlighter,Personal Gadget,Playstation,1075190782,926.3975024223328
Sharpener,Office Supplies,Playstation,1977332533,120.13381719589233
Notebook,Home Appliances,Playstation,1697665815,582.0153951644897
Journal,Home Supplies,Playstation,1006879875,390.0309205055237
Diary,Home Appliances,Playstation,1966075610,635.5698108673096
Printer,Office Supplies,Playstation,1878550014,870.212972164154
Trashcan,Personal Gadget,Playstation,1853249699,791.1007404327393
Chair,Home Supplies,Playstation,1096883903,703.1170725822449
Tape,Home Appliances,Playstation,1022380188,612.7033233642578
Eraser,Food,Playstation,1252298259,201.79909467697144
Iphone X,Home Supplies,Microsoft,1272400535,560.6208443641663
Ipad Pro,Personal Gadget,Microsoft,1180742818,301.9503355026245
Macbook Pro,Office Supplies,Microsoft,1608417723,301.06157064437866
XPS 13,Home Supplies,Microsoft,1983202848,205.94489574432373
Noise Cancelling Series 2,Home Appliances,Microsoft,1643606680,247.3304271697998
Inspiron,Home Appliances,Microsoft,1986878071,699.7204422950745
Macbook Air,Home Supplies,Microsoft,1912760388,169.12758350372314
Chips,Food,Microsoft,1361861844,853.9027571678162
Milk,Home Appliances,Microsoft,1937274469,282.2338938713074
Yoghurt,Home Appliances,Microsoft,1904724567,173.57242107391357
Cheese,Home Supplies,Microsoft,1433961627,936.8448853492737
Chicken Breast,Home Appliances,Microsoft,1222363792,866.3139343261719
Frozen Pizza,Home Supplies,Microsoft,1078588636,997.2314238548279
Bagels,Personal Gadget,Microsoft,1845233469,713.6971354484558
Bread,Office Supplies,Microsoft,1407884062,339.01047706604004
Cookies,Office Supplies,Microsoft,1458644132,93.25170516967773
Sparkling Water,Home Appliances,Microsoft,1225079502,877.0546913146973
Energy Drink,Home Appliances,Microsoft,1644901644,370.55838108062744
Soda,Office Supplies,Microsoft,1733548303,924.0195751190186
Root Beer,Home Supplies,Microsoft,1098910043,106.68665170669556
Juice,Home Appliances,Microsoft,1296144165,916.8219566345215
Toilet Paper,Home Supplies,Microsoft,1927420626,75.36178827285767
Tooth Brush,Personal Gadget,Microsoft,1455394302,39.48211669921875
Mouthwash,Personal Gadget,Microsoft,1219902296,805.5754899978638
Toothpaste,Office Supplies,Microsoft,1668370797,621.9844222068787
Soap,Personal Gadget,Microsoft,1830202549,435.6250762939453
Shampoo,Personal Gadget,Microsoft,1142073958,465.8006429672241
Shower Gel,Home Supplies,Microsoft,1116551981,838.6584520339966
Dish Soap,Food,Microsoft,1498366179,200.13427734375
Towels,Home Appliances,Microsoft,1027453700,840.7208919525146
Cutlery,Personal Gadget,Microsoft,1565369760,124.62043762207031
Sanitizer,Food,Microsoft,1307629187,561.1814260482788
Laundry Detergent,Office Supplies,Microsoft,1963888805,663.0879640579224
Fabric Softener,Office Supplies,Microsoft,1037131464,451.5182375907898
Dishwasher,Home Supplies,Microsoft,1927561042,911.1319184303284
Refrigerator,Food,Microsoft,1154269507,59.1428279876709
TV,Home Appliances,Microsoft,1824440691,882.8548192977905
Sound System,Personal Gadget,Microsoft,1886033439,293.75821352005005
Microwave,Food,Microsoft,1511535798,977.5274395942688
Oven,Personal Gadget,Microsoft,1095803365,498.29864501953125
Electric Kettle,Home Supplies,Microsoft,1094073622,126.54531002044678
Coffee Maker,Personal Gadget,Microsoft,1825432214,726.5564799308777
Heater,Office Supplies,Microsoft,1035173196,729.4827699661255
Humidifier,Home Appliances,Microsoft,1766102470,685.0396394729614
Gaming Console,Office Supplies,Microsoft,1292015768,232.96982049942017
Pen,Food,Microsoft,1939083385,15.43283462524414
Pencil,Home Appliances,Microsoft,1179997295,388.3552551269531
Notepad,Personal Gadget,Microsoft,1543696331,262.3908519744873
Sticky Notes,Home Appliances,Microsoft,1690827767,387.6230716705322
Calendar,Home Appliances,Microsoft,1166098051,603.5273671150208
Planner,Food,Microsoft,1733830369,218.86110305786133
Highlighter,Office Supplies,Microsoft,1410201293,406.76289796829224
Sharpener,Home Supplies,Microsoft,1217147261,402.94551849365234
Notebook,Home Appliances,Microsoft,1473085267,945.1685547828674
Journal,Home Appliances,Microsoft,1538149875,425.3130555152893
Diary,Personal Gadget,Microsoft,1344143151,239.7199273109436
Printer,Home Appliances,Microsoft,1176683956,517.1971321105957
Trashcan,Home Appliances,Microsoft,1653134256,442.71695613861084
Chair,Food,Microsoft,1963080020,279.07222509384155
Tape,Personal Gadget,Microsoft,1861044053,423.91037940979004
Eraser,Office Supplies,Microsoft,1772977532,987.9760146141052
Iphone X,Food,Staedtler,1503619921,110.61835289001465
Ipad Pro,Food,Staedtler,1946425514,255.68610429763794
Macbook Pro,Home Appliances,Staedtler,1725682667,573.4409093856812
XPS 13,Home Appliances,Staedtler,1468533621,175.3578782081604
Noise Cancelling Series 2,Office Supplies,Staedtler,1940479168,79.853355884552
Inspiron,Home Supplies,Staedtler,1727881296,832.2560787200928
Macbook Air,Personal Gadget,Staedtler,1308726492,176.35470628738403
Chips,Personal Gadget,Staedtler,1597303101,384.8288655281067
Milk,Office Supplies,Staedtler,1943520213,951.4833688735962
Yoghurt,Home Supplies,Staedtler,1285529011,123.89868497848511
Cheese,Office Supplies,Staedtler,1537473648,700.5102634429932
Chicken Breast,Home Appliances,Staedtler,1279073008,471.62920236587524
Frozen Pizza,Food,Staedtler,1095490274,309.7466826438904
Bagels,Personal Gadget,Staedtler,1138957615,722.7332592010498
Bread,Office Supplies,Staedtler,1899230851,434.03851985931396
Cookies,Food,Staedtler,1609187915,95.82012891769409
Sparkling Water,Personal Gadget,Staedtler,1877041842,413.1685495376587
Energy Drink,Office Supplies,Staedtler,1621821165,943.6512589454651
Soda,Office Supplies,Staedtler,1495893034,397.68821001052856
Root Beer,Home Supplies,Staedtler,1301122553,561.3325834274292
Juice,Personal Gadget,Staedtler,1810401434,196.40588760375977
Toilet Paper,Office Supplies,Staedtler,1946374857,178.1911849975586
Tooth Brush,Home Appliances,Staedtler,1719579930,358.75463485717773
Mouthwash,Home Supplies,Staedtler,1444778195,372.4503517150879
Toothpaste,Home Appliances,Staedtler,1006458589,236.05573177337646
Soap,Home Supplies,Staedtler,1383505498,211.1636996269226
Shampoo,Home Supplies,Staedtler,1721722485,574.9165415763855
Shower Gel,Home Supplies,Staedtler,1809976303,997.627317905426
Dish Soap,Home Supplies,Staedtler,1663157635,260.4135274887085
Towels,Personal Gadget,Staedtler,1664000393,164.2424464225769
Cutlery,Office Supplies,Staedtler,1481782939,401.19194984436035
Sanitizer,Food,Staedtler,1172475259,843.2319164276123
Laundry Detergent,Home Supplies,Staedtler,1587487977,116.1760687828064
Fabric Softener,Home Supplies,Staedtler,1270274139,196.55585289001465
Dishwasher,Food,Staedtler,1946829742,304.3534755706787
Refrigerator,Personal Gadget,Staedtler,1468937055,108.75833034515381
TV,Food,Staedtler,1869033309,844.3408012390137
Sound System,Home Appliances,Staedtler,1632500104,214.38539028167725
Microwave,Office Supplies,Staedtler,1409478760,146.52913808822632
Oven,Home Appliances,Staedtler,1197622340,20.23988962173462
Electric Kettle,Home Appliances,Staedtler,1419953969,663.0622148513794
Coffee Maker,Personal Gadget,Staedtler,1369069706,620.3966736793518
Heater,Home Supplies,Staedtler,1019250649,823.3458995819092
Humidifier,Personal Gadget,Staedtler,1373194156,920.0428128242493
Gaming Console,Food,Staedtler,1214440725,206.9825530052185
Pen,Personal Gadget,Staedtler,1618529017,567.3992037773132
Pencil,Personal Gadget,Staedtler,1081183405,471.8562960624695
Notepad,Home Supplies,Staedtler,1516861983,828.9175033569336
Sticky Notes,Home Supplies,Staedtler,1710092507,330.5623531341553
Calendar,Home Supplies,Staedtler,1198618970,272.4524736404419
Planner,Food,Staedtler,1585578504,499.62157011032104
Highlighter,Home Appliances,Staedtler,1617199448,390.12670516967773
Sharpener,Personal Gadget,Staedtler,1114334414,147.19510078430176
Notebook,Personal Gadget,Staedtler,1797772095,694.2039132118225
Journal,Home Supplies,Staedtler,1234047675,628.7073493003845
Diary,Food,Staedtler,1732320093,555.6666254997253
Printer,Food,Staedtler,1870906527,746.3963031768799
Trashcan,Home Appliances,Staedtler,1655394826,279.66707944869995
Chair,Food,Staedtler,1079566662,996.981143951416
Tape,Office Supplies,Staedtler,1920698336,981.0426831245422
Eraser,Home Supplies,Staedtler,1984618222,208.11671018600464
Iphone X,Food,Faber Castell,1219491526,546.2173819541931
Ipad Pro,Office Supplies,Faber Castell,1782031364,113.98273706436157
Macbook Pro,Office Supplies,Faber Castell,1485772735,857.7556014060974
XPS 13,Home Appliances,Faber Castell,1576976467,116.23620986938477
Noise Cancelling Series 2,Home Appliances,Faber Castell,1083662715,980.4031252861023
Inspiron,Home Appliances,Faber Castell,1395850768,129.77248430252075
Macbook Air,Personal Gadget,Faber Castell,1098571682,831.6004276275635
Chips,Food,Faber Castell,1370960936,762.5531554222107
Milk,Home Supplies,Faber Castell,1100236305,107.23996162414551
Yoghurt,Personal Gadget,Faber Castell,1552400136,442.54499673843384
Cheese,Office Supplies,Faber Castell,1222952291,730.0751209259033
Chicken Breast,Personal Gadget,Faber Castell,1640132607,628.0919313430786
Frozen Pizza,Home Appliances,Faber Castell,1942267750,611.977756023407
Bagels,Office Supplies,Faber Castell,1877696969,144.42765712738037
Bread,Personal Gadget,Faber Castell,1409645065,53.64108085632324
Cookies,Food,Faber Castell,1525426831,530.3086042404175
Sparkling Water,Food,Faber Castell,1544370956,80.89816570281982
Energy Drink,Home Appliances,Faber Castell,1494451488,184.76778268814087
Soda,Personal Gadget,Faber Castell,1448148873,573.2736587524414
Root Beer,Personal Gadget,Faber Castell,1522395482,32.7831506729126
Juice,Food,Faber Castell,1790818896,268.52238178253174
Toilet Paper,Food,Faber Castell,1497682134,416.34392738342285
Tooth Brush,Office Supplies,Faber Castell,1069621510,920.685887336731
Mouthwash,Home Appliances,Faber Castell,1372327517,328.24409008026123
Toothpaste,Home Appliances,Faber Castell,1539079155,795.6786751747131
Soap,Office Supplies,Faber Castell,1364375920,882.3195695877075
Shampoo,Personal Gadget,Faber Castell,1879263549,757.8030228614807
Shower Gel,Home Supplies,Faber Castell,1552590587,826.2791037559509
Dish Soap,Office Supplies,Faber Castell,1567926218,836.1987471580505
Towels,Home Appliances,Faber Castell,1360212515,800.3910779953003
Cutlery,Home Supplies,Faber Castell,1463294127,968.512237071991
Sanitizer,Office Supplies,Faber Castell,1054701103,103.84368896484375
Laundry Detergent,Home Appliances,Faber Castell,1321498885,659.5841646194458
Fabric Softener,Personal Gadget,Faber Castell,1140159627,705.4640054702759
Dishwasher,Food,Faber Castell,1163469298,328.4064531326294
Refrigerator,Food,Faber Castell,1163043666,709.6868753433228
TV,Home Appliances,Faber Castell,1384147828,862.8020286560059
Sound System,Food,Faber Castell,1904787066,123.32457304000854
Microwave,Home Supplies,Faber Castell,1841194671,277.18615531921387
Oven,Food,Faber Castell,1502825173,553.0707836151123
Electric Kettle,Personal Gadget,Faber Castell,1465644928,746.4416027069092
Coffee Maker,Office Supplies,Faber Castell,1670434939,965.1567935943604
Heater,Personal Gadget,Faber Castell,1063636243,743.5793876647949
Humidifier,Office Supplies,Faber Castell,1712762872,252.67046689987183
Gaming Console,Home Appliances,Faber Castell,1302302268,568.7823295593262
Pen,Home Appliances,Faber Castell,1438911580,556.3870072364807
Pencil,Home Supplies,Faber Castell,1535834383,454.08427715301514
Notepad,Home Appliances,Faber Castell,1716169622,873.2947707176208
Sticky Notes,Office Supplies,Faber Castell,1286775525,345.89487314224243
Calendar,Food,Faber Castell,1311184770,843.2220220565796
Planner,Home Supplies,Faber Castell,1275677379,794.5349216461182
Highlighter,Office Supplies,Faber Castell,1713513861,936.0808730125427
Sharpener,Office Supplies,Faber Castell,1827803160,456.7164182662964
Notebook,Food,Faber Castell,1879569965,856.3790917396545
Journal,Home Supplies,Faber Castell,1982693504,87.43566274642944
Diary,Food,Faber Castell,1700195660,452.0697593688965
Printer,Personal Gadget,Faber Castell,1410858832,559.1128468513489
Trashcan,Home Supplies,Faber Castell,1554207303,953.8880586624146
Chair,Home Supplies,Faber Castell,1286970632,98.2048511505127
Tape,Personal Gadget,Faber Castell,1525194355,999.5790123939514
Eraser,Personal Gadget,Faber Castell,1081671824,226.2594699859619
Iphone X,Home Appliances,KOKUYO,1832158947,713.4808301925659
